target,target_unit,is_primary_benchmark_target,feature,feature_origin,workflow_stage,leakage_level,leakage_reason,rule_id,dependency_path,allowed_P0,allowed_P1,allowed_P2,allowed_P3,allowed_P4
average_voltage,V,True,charge_formula_atomic_mass_max,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_atomic_mass_max -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_atomic_mass_mean,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_atomic_mass_mean -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_atomic_mass_min,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_atomic_mass_min -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_atomic_mass_range,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_atomic_mass_range -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_atomic_mass_std,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_atomic_mass_std -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Ag,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Ag -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Al,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Al -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_As,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_As -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_B,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_B -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Br,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Br -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_C,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_C -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Ca,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Ca -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Cl,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Cl -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Co,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Co -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Cr,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Cr -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Cu,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Cu -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_F,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_F -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Fe,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Fe -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_I,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_I -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_K,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_K -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Li,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Li -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Mg,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Mg -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Mn,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Mn -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_N,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_N -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Na,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Na -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Ni,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Ni -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_O,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_O -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_P,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_P -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_S,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_S -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Si,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Si -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Ti,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Ti -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_V,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_V -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_Zn,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_Zn -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_frac_transition_metals,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_frac_transition_metals -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_group_max,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_group_max -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_group_mean,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_group_mean -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_group_min,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_group_min -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_group_range,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_group_range -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_group_std,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_group_std -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_has_Br,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_has_Br -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_has_C,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_has_C -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_has_Cl,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_has_Cl -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_has_F,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_has_F -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_has_I,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_has_I -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_has_N,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_has_N -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_has_O,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_has_O -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_has_P,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_has_P -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_has_S,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_has_S -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_has_Si,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_has_Si -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_n_atoms,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_n_atoms -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_n_elements,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_n_elements -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_n_transition_metals,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_n_transition_metals -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_parse_ok,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_parse_ok -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_row_max,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_row_max -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_row_mean,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_row_mean -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_row_min,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_row_min -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_row_range,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_row_range -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_formula_row_std,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::charge_formula_row_std -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_summary_band_gap,post_dft_electronic_summary,post_dft_electronic,L4,The electronic descriptor is generated in the same post-DFT record and is decision-support only.,RULE_POST_DFT_ELECTRONIC,feature::charge_summary_band_gap -> concept::post_dft_record -> target::average_voltage,True,False,False,True,True
average_voltage,V,True,charge_summary_density,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::charge_summary_density -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,charge_summary_density_atomic,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::charge_summary_density_atomic -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,charge_summary_energy_above_hull,post_dft_energy_stability_summary,post_dft_thermodynamics,L4,The hull/stability summary is a post-DFT decision-support descriptor for this target.,RULE_HULL_OTHER,feature::charge_summary_energy_above_hull -> concept::post_dft_thermodynamics -> target::average_voltage,True,False,False,True,True
average_voltage,V,True,charge_summary_formation_energy_per_atom,post_dft_energy_stability_summary,post_dft_thermodynamics,L2,Endpoint formation energies can reconstruct insertion-voltage trends.,RULE_FORMATION_ENERGY_VOLTAGE,feature::charge_summary_formation_energy_per_atom -> concept::insertion_energy_difference -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_summary_is_metal,post_dft_electronic_summary,post_dft_electronic,L4,The electronic descriptor is generated in the same post-DFT record and is decision-support only.,RULE_POST_DFT_ELECTRONIC,feature::charge_summary_is_metal -> concept::post_dft_record -> target::average_voltage,True,False,False,True,True
average_voltage,V,True,charge_summary_is_stable,post_dft_energy_stability_summary,post_dft_thermodynamics,L4,The hull/stability summary is a post-DFT decision-support descriptor for this target.,RULE_HULL_OTHER,feature::charge_summary_is_stable -> concept::post_dft_thermodynamics -> target::average_voltage,True,False,False,True,True
average_voltage,V,True,charge_summary_nsites,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::charge_summary_nsites -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,charge_summary_symmetry_number,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::charge_summary_symmetry_number -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,charge_summary_theoretical,post_dft_provenance_flag,post_dft_provenance,L4,The provenance flag is available only from the post-DFT record.,RULE_POST_DFT_PROVENANCE,feature::charge_summary_theoretical -> concept::post_dft_record -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,charge_summary_volume,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::charge_summary_volume -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,charge_summary_volume_per_site,relaxed_structure_summary,relaxed_structure,L0,The relaxed-structure summary is not target-defining for this target.,RULE_SAFE_STRUCTURE,feature::charge_summary_volume_per_site -> target::average_voltage,True,False,True,True,True
average_voltage,V,True,discharge_formula_X_max,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_X_max -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_X_mean,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_X_mean -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_X_min,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_X_min -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_X_range,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_X_range -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_X_std,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_X_std -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_Z_max,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_Z_max -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_Z_mean,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_Z_mean -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_Z_min,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_Z_min -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_Z_range,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_Z_range -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_Z_std,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_Z_std -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_atomic_mass_max,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_atomic_mass_max -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_atomic_mass_mean,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_atomic_mass_mean -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_atomic_mass_min,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_atomic_mass_min -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_atomic_mass_range,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_atomic_mass_range -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_atomic_mass_std,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_atomic_mass_std -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Ag,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Ag -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Al,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Al -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_As,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_As -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_B,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_B -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Br,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Br -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_C,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_C -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Ca,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Ca -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Cl,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Cl -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Co,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Co -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Cr,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Cr -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Cu,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Cu -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_F,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_F -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Fe,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Fe -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_I,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_I -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_K,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_K -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Li,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Li -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Mg,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Mg -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Mn,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Mn -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_N,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_N -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Na,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Na -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_Ni,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_Ni -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_O,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_O -> target::average_voltage,True,False,False,False,True
average_voltage,V,True,discharge_formula_frac_P,stoichiometric_window,electrode_state_stoichiometry,L0,No direct target dependency is identified for this target.,RULE_SAFE_DEFAULT,feature::discharge_formula_frac_P -> target::average_voltage,True,False,False,False,True
